Stud#;sex;Birth date ;sire;dam;birth place;current location;Date of death;Age/years;Cause of death;location 2;date;location 3;date;location 4;date;location 5;date;location 6;date;location 7;date;;;;;;;;;
1596;f;13.09.2006;532;1340;ARNHEM;LONGLEAT;31.12.2011;5,301369863;;ARNHEM;13.09.2006;LONGLEAT;07.10.2010;;;;;;;;;;;;;;;;;
1597;f;19.09.2006;829;1121;KNOWSLEY;KNOWSLEY;05.11.2007;1,128767123;euthanasia;KNOWSLEY;19.09.2006;;;;;;;;;;;;;;;;;;;
1603;m;02.11.2006;1165;225;HILVARENB;KERKRADE;08.04.2011;4,432876712;infection;HILVARENB;02.11.2006;KERKRADE;15.05.2009;;;;;;;;;;;;;;;;;
1606;m;12.12.2006;221;1251;GIVSKUD;BLAIRDRUM;31.12.2011;5,054794521;;GIVSKUD;12.12.2006;BOISSIERE;30.03.2011;;;;;;;;;;;;;;;;;
1609;f;15.01.2007;627;1208;ERFURT;WHIPSNADE;31.12.2011;4,961643836;;ERFURT;15.01.2007;WHIPSNADE;20.04.2009;;;;;;;;;;;;;;;;;
1610;f;23.01.2007;578;902;BUDAPEST;BUDAPEST;31.12.2011;4,939726027;;BUDAPEST;23.01.2007;;;;;;;;;;;;;;;;;;;
1616;f;25.08.2007;1475;1473;BLAIRDRUM;HILVARENB;31.12.2011;4,353424658;;BLAIRDRUM;25.01.2007;HILVARENB;23.04.2010;;;;;;;;;;;;;;;;;
1617;f;06.01.2008;627;1207;ERFURT;GIVSKUD;31.12.2011;3,98630137;;ERFURT;06.01.2008;GIVSKUD;11.05.2010;;;;;;;;;;;;;;;;;
1625;f;01.01.2005;wild;wild;S. AFRICA;AUGSBURG;31.12.2011;7;;S. AFRICA;01.01.2007;MAFUNYANE;01.05.2008;AUGSBURG;31.08.2008;;;;;;;;;;;;;;;
1626;f;01.01.2005;wild;wild;S. AFRICA;AUGSBURG;31.12.2011;7;;S. AFRICA;01.01.2007;MAFUNYANE;01.05.2008;AUGSBURG;31.08.2008;;;;;;;;;;;;;;;
1627;f;01.10.2005;wild;wild;S. AFRICA;DORTMUND;31.12.2011;6,252054795;;S. AFRICA;01.01.2008;DORTMUND;11.03.2009;;;;;;;;;;;;;;;;;
1628;f;17.12.2007;1004;1220;HODENHAGN;OSNABRUCK;31.12.2011;4,04109589;;HODENHAGN;17.01.2007;OSNABRUCK;06.11.2008;;;;;;;;;;;;;;;;;
1630;m;23.09.2007;497;1083;RAMAT GAN;RAMAT GAN;31.12.2011;4,273972603;;RAMAT GAN;23.09.2007;;;;;;;;;;;;;;;;;;;
1632;m;28.12.2007;1011;489;WHIPSNADE;ATTICAZOO;31.12.2011;4,010958904;;WHIPSNADE;28.12.2007;ATTICAZOO;26.04.2010;;;;;;;;;;;;;;;;;
1634;m;17.01.2008;1048;1307;BEAUVAL;BEAUVAL;17.01.2008;0;stillbirth;BEAUVAL;17.01.2008;;;;;;;;;;;;;;;;;;;
1635;m;06.02.2008;1361;1362;BANDHOLM;BANDHOLM;06.02.2008;0;unk;BANDHOLM;06.02.2008;;;;;;;;;;;;;;;;;;;
1636;m;07.03.2008;1011;654;WHIPSNADE;ATTICAZOO;31.12.2011;3,819178082;;WHIPSNADE;07.03.2008;ATTICAZOO;26.04.2010;;;;;;;;;;;;;;;;;
1638;m;25.03.2008;1001;329;WHIPSNADE;WHIPSNADE;25.03.2008;0;stillbirth;WHIPSNADE;25.03.2008;;;;;;;;;;;;;;;;;;;
1644;f;28.05.2008;1552;1555;DUBLIN;DUBLIN;31.12.2011;3,594520548;;DUBLIN;28.05.2008;;;;;;;;;;;;;;;;;;;
1645;m;28.07.2008;829;1026;KNOWSLEY;LILLE ZO;31.12.2011;3,42739726;;KNOWSLEY;28.07.2008;LILLE ZO;27.04.2011;;;;;;;;;;;;;;;;;
1647;f;08.10.2008;wild;1561;LISIEUX Z;BEWDLEY;31.12.2011;3,230136986;;LISIEUX Z;08.10.2008;BEWDLEY;24.11.2011;;;;;;;;;;;;;;;;;
1648;m;22.10.2008;88;902;BUDAPEST;ATTICAZOO;31.12.2011;3,191780822;;BUDAPEST;22.10.2008;ATTICAZOO;02.10.2010;;;;;;;;;;;;;;;;;
1652;m;04.12.2008;829;1120;KNOWSLEY;LILLE ZO;31.12.2011;3,073972603;;KNOWSLEY;04.12.2008;LILLE ZO;27.04.2011;;;;;;;;;;;;;;;;;
1658;m;27.01.2009;1223;1339;BORAS;BORAS;27.01.2009;0;stillbirth;BORAS;27.01.2009;;;;;;;;;;;;;;;;;;;
1659;f;01.10.2005;wild;wild;S. AFRICA;DORTMUND;31.12.2011;6,252054795;;S. AFRICA;01.01.2008;DORTMUND;11.03.2009;;;;;;;;;;;;;;;;;
1660;f;15.03.2009;1029;931;POZNAN;POZNAN;15.03.2009;0;unk;POZNAN;15.03.2009;;;;;;;;;;;;;;;;;;;
1681;m;01.01.1971;wild;wild;UMFOLOZI;;31.12.2011;41,02465753;;UMFOLOZI;01.01.1974;POMBIA;01.01.1975;;;;;;;;;;;;;;;;;
1682;f;01.01.1971;wild;wild;UMFOLOZI;;31.12.2011;41,02465753;;UMFOLOZI;01.01.1974;POMBIA;01.01.1975;;;;;;;;;;;;;;;;;
1683;f;01.01.2003;wild;wild;THABA MAN;PELISSANE;31.12.2011;9,002739726;;THABA MAN;01.01.2008;PELISSANE;07.05.2009;;;;;;;;;;;;;;;;;
1684;f;01.01.2003;wild;wild;THABA MAN;PELISSANE;31.12.2011;9,002739726;;THABA MAN;01.01.2008;PELISSANE;07.05.2009;;;;;;;;;;;;;;;;;
1685;f;01.01.2004;wild;wild;S. AFRICA;SCHMIDING;31.12.2011;8,002739726;;S. AFRICA;01.01.2006;EFRA;01.01.2007;SCHMIDING;20.06.2008;;;;;;;;;;;;;;;
1686;f;01.01.2005;wild;wild;S. AFRICA;SCHMIDING;31.12.2011;7;;S. AFRICA;01.01.2006;EFRA;01.01.2007;SCHMIDING;20.06.2008;;;;;;;;;;;;;;;
1687;f;01.01.2006;wild;wild;S. AFRICA;SCHWERIN;31.12.2011;6;;S. AFRICA;01.01.2009;SCHWERIN;12.03.2009;;;;;;;;;;;;;;;;;
1688;f;01.06.2008;1173;1461;SO LAKES;SO LAKES;31.12.2011;3,583561644;;SO LAKES;01.06.2008;;;;;;;;;;;;;;;;;;;
1689;m;11.09.2008;1173;1460;SO LAKES;SO LAKES;31.12.2011;3,304109589;;SO LAKES;11.09.2008;;;;;;;;;;;;;;;;;;;
1690;f;07.10.2008;829;1121;KNOWSLEY;LISIEUX Z;31.12.2011;3,232876712;;KNOWSLEY;07.10.2008;LISIEUX Z;14.01.2011;;;;;;;;;;;;;;;;;
1691;f;22.11.2008;1004;1280;HODENHAGN;VESZPREM;31.12.2011;3,106849315;;HODENHAGN;22.11.2008;VESZPREM;13.04.2010;;;;;;;;;;;;;;;;;
1693;m;01.01.1947;wild;wild;UGANDA;;31.12.2011;65,04109589;;UGANDA;01.01.1947;CARR HART;01.06.1963;HANNOVER;03.06.1963;CHILWORTH;03.09.1964;;;;;;;;;;;;;
1694;m;04.10.2009;88;1458;COLCHESTR;COLCHESTR;31.12.2011;2,24109589;;COLCHESTR;04.10.2009;;;;;;;;;;;;;;;;;;;
1695;f;20.09.2009;974;967;MUNSTER;LONGLEAT;31.12.2011;2,279452055;;MUNSTER;20.09.2009;LONGLEAT;07.10.2010;;;;;;;;;;;;;;;;;
1696;f;01.01.2003;wild;wild;S. AFRICA;;31.12.2011;9,002739726;;S. AFRICA;01.01.2006;HODENHAGEN;23.12.2007;;;;;;;;;;;;;;;;;
1697;f;01.01.2004;wild;wild;S. AFRICA;;31.12.2011;8,002739726;;S. AFRICA;01.01.2006;HODENHAGEN;23.12.2007;;;;;;;;;;;;;;;;;
1709;m;29.04.2009;250;1416;MADRID Z;MADRID Z;31.12.2011;2,673972603;;MADRID Z;29.04.2009;;;;;;;;;;;;;;;;;;;
1713;f;01.01.2005;wild;wild;S. AFRICA;WOBURNLTD;31.12.2011;7;;S. AFRICA;01.01.2008;WOBURNLTD;17.08.2009;;;;;;;;;;;;;;;;;
1714;f;01.01.2005;wild;wild;S. AFRICA;WOBURNLTD;31.12.2011;7;;S. AFRICA;01.01.2008;WOBURNLTD;17.08.2009;;;;;;;;;;;;;;;;;
1996;m;29.10.2009;627;1207;ERFURT;KERKRADE;31.12.2011;2,17260274;;ERFURT;29.10.2009;KERKRADE;17.11.2011;;;;;;;;;;;;;;;;;
1999;f;Jun 99;wild;wild;WEENEN;SALZBURG;31.12.2011;12,59178082;;WEENEN;01.01.2008;MAFUNYANE;01.03.2009;SALZBURG;06.11.2009;;;;;;;;;;;;;;;
2000;f;Jan 06;wild;wild;SPIONKOP;SALZBURG;31.12.2011;6;;SPIONKOP;01.01.2008;MAFUNYANE;01.03.2009;SALZBURG;06.11.2009;;;;;;;;;;;;;;;
2001;f;Jan 07;wild;1999;wWEENEN;PEAUGRES;31.12.2011;5;;WEENEN;01.01.2008;MAFUNYANE;01.03.2009;SALZBURG;06.11.2009;PEAUGRES;06.04.2011;;;;;;;;;;;;;
2002;f;01.01.2006;wild;wild;S. AFRICA;BURFORD;31.12.2011;6;;S. AFRICA;01.01.2008;BURFORD;20.10.2009;;;;;;;;;;;;;;;;;
2003;f;01.01.2006;wild;wild;S. AFRICA;BURFORD;31.12.2011;6;;S. AFRICA;01.01.2008;BURFORD;20.10.2009;;;;;;;;;;;;;;;;;
2004;f;21.11.2009;1165;1203;HILVARENB;HILVARENB;31.12.2011;2,109589041;;HILVARENB;21.11.2009;;;;;;;;;;;;;;;;;;;
2005;m;06.04.2010;1025;1340;ARNHEM;ARNHEM;31.12.2011;1,736986301;;ARNHEM;06.04.2009;;;;;;;;;;;;;;;;;;;
2006;f;21.12.2009;1475;1473;BLAIRDRUM;BLAIRDRUM;31.12.2011;2,02739726;;BLAIRDRUM;21.12.2009;;;;;;;;;;;;;;;;;;;
2007;m;10.12.2010;1552;1555;DUBLIN;DUBLIN;31.12.2011;1,057534247;;DUBLIN;10.12.2010;;;;;;;;;;;;;;;;;;;
2012;m;02.04.2011;1165;1047;HILVARENB;HILVARENB;31.12.2011;0,747945205;;HILVARENB;02.04.2011;;;;;;;;;;;;;;;;;;;
2013;m;19.05.2009;mult;1083;RAMAT GAN;RAMAT GAN;19.05.2009;0;stillbirth;RAMAT GAN;19.05.2009;;;;;;;;;;;;;;;;;;;
2014;f;11.12.2009;1361;1362;BANDHOLM;BANDHOLM;12.12.2009;0,002739726;Premature birth;BANDHOLM;11.12.2009;;;;;;;;;;;;;;;;;;;
2016;f;25.11.2009;1183;1478;KOLMARDEN;KOLMARDEN;31.12.2011;2,098630137;;KOLMARDEN;25.11.2009;;;;;;;;;;;;;;;;;;;
2020;m;04.02.1986;unk;unk;unk;;31.12.2011;25,92054795;;UNK;04.02.1986;PREIN;01.01.2005;LE VIGEN;19.01.2006;;;;;;;;;;;;;;;
2021;f;30.08.2009;1004;1220;HODENHAGN;;31.12.2011;2,336986301;;HODENHAGN;30.08.2009;VALBREMBO;19.07.2011;;;;;;;;;;;;;;;;;
2022;m;27.09.2011;1004;1220;HODENHAGN;;31.12.2011;0,260273973;;HODENHAGN;27.09.2011;;;;;;;;;;;;;;;;;;;
2036;f;Jan 05;wild;wild;MAFUNYANE;SIGEAN;31.12.2011;7;;MAFUNYANE;01.07.2009;SIGEAN;10.10.2009;;;;;;;;;;;;;;;;;
2037;m;12.11.2009;1048;1307;BEAUVAL; BEAUVAL;31.12.2011;2,134246575;;BEAUVAL;12.11.2009;;;;;;;;;;;;;;;;;;;
2038;m;Jan 06;wild;wild;MAFUNYANE;SIGEAN;31.12.2011;6;;MAFUNYANE;01.07.2009;SIGEAN;10.10.2009;;;;;;;;;;;;;;;;;
2039;m;30.11.2010;829;1120;KNOWSLEY;KNOWSLEY;31.12.2011;1,084931507;;KNOWSLEY;30.11.2010;;;;;;;;;;;;;;;;;;;
2040;f;30.12.2010;829;1121;KNOWSLEY;KNOWSLEY;31.12.2011;1,002739726;;KNOWSLEY;20.12.2010;;;;;;;;;;;;;;;;;;;
2041;f;12.01.2011;829;1026;KNOWSLEY;KNOWSLEY;31.12.2011;0,967123288;;KNOWSLEY;12.11.2011;;;;;;;;;;;;;;;;;;;
2042;f;Jan 06;wild;wild;MAFUNYANE;SIGEAN;31.12.2011;6;;MAFUNYANE;01.07.2009;;;;;;;;;;;;;;;;;;;
2045;m;Jun 01;wild;wild;S. AFRICA;;31.12.2011;10,5890411;;S. AFRICA;01.01.2003;;;;;;;;;;;;;;;;;;;
2054;f;Jun 01;wild;wild;S. AFRICA;;31.12.2011;10,5890411;;S. AFRICA;01.01.2003;WRAXALL;20.01.2005;;;;;;;;;;;;;;;;;
2058;f;19.03.2011;796;767;PEAUGRES;LA PALMYR;19.03.2011;0;Premature birth;LA PALMYR;19.03.2011;;;;;;;;;;;;;;;;;;;
2059;m;07.12.2010;1013;1570;LISBON;LISBON;31.12.2011;1,065753425;;LISBON;07.12.2010;;;;;;;;;;;;;;;;;;;
2063;m;30.08.2011;1010;1561;LISIEUX Z;LISIEUX Z;30.08.2011;0;unk;LISIEUX Z;30.08.2011;;;;;;;;;;;;;;;;;;;
2066;m;02.04.2011;974;967;MUNSTER;MUNSTER;02.04.2011;0;Injury from exhibit mate;MUNSTER;02.04.2011;;;;;;;;;;;;;;;;;;;
2067;f;16.11.2011;1233;1338;BORAS;BORAS;31.12.2011;0,123287671;;BORAS;16.11.2011;;;;;;;;;;;;;;;;;;;
2068;m;16.10.2011;1048;1307;BEAUVAL;BEAUVAL;31.12.2011;0,208219178;;BEAUVAL;16.10.2011;;;;;;;;;;;;;;;;;;;
2073;f;01.01.2007;wild;wild;S. AFRICA;;31.12.2011;5;;S. AFRICA;01.03.2011;THABA MAN;01.07.2011;COULANGE;02.02.2012;;;;;;;;;;;;;;;
2074;f;01.01.2004;wild;wild;KRUGER;;31.12.2011;8,002739726;;KRUGER;01.03.2011;THABA MAN;01.07.2011;COULANGE;02.02.2012;;;;;;;;;;;;;;;
2075;m;01.01.2004;wild;wild;S. AFRICA;;31.12.2011;8,002739726;;S. AFRICA;01.03.2011;THABA MAN;01.07.2011;COULANGE;02.02.2012;;;;;;;;;;;;;;;
T105;m;15.11.2011;1165;1203;HILVARENB;HILVARENB;31.12.2011;0,126027397;;HILVARENB;15.11.2011;;;;;;;;;;;;;;;;;;;
T107;m;17.11.2011;1173;1461;SO LAKES;SO LAKES;31.12.2011;0,120547945;;SO LAKES;17.11.2011;;;;;;;;;;;;;;;;;;;
T108;m;24.11.2011;1475;1473;BLAIRDRUM;BLAIRDRUM;31.12.2011;0,101369863;;UMFOLOZI;24.11.2011;;;;;;;;;;;;;;;;;;;
T109;f;21.02.2011;1004;1697;HODENHAGN;;31.12.2011;0,857534247;;HODENHAGN;21.02.2011;;;;;;;;;;;;;;;;;;;
T113;f;02.06.2004;wild;wild;Unknown;ALMA-ATA;31.12.2011;7,583561644;;Unknown;01.01.2010;ALMA-ATA;29.10.2011;;;;;;;;;;;;;;;;;
